"ensembl.transcript"	"ensembl.gene"	"gene.symbol"	"entrezID"	"refseqID"	"unigeneID"	"chrom"	"startsite"	"tiss.number"	"tissues"	"max.tissue"
"ENST00000084798"	"ENSG00000063180"	"CA11"	"770"	"Hs.428446"	"Hs.428446"	"19"	"49141199"	"1"	"PrefrontalCortex/WholeBrain"	"WholeBrain"
"ENST00000160262"	"ENSG00000076662"	"ICAM3"	"3385"	"Hs.654563"	"Hs.654563"	"19"	"10444452"	"1"	"PB-BDCA4+Dentritic_Cells/whole blood/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/BM-CD33+Myeloid"	"whole blood"
"ENST00000162749"	"ENSG00000067182"	"TNFRSF1A"	"7132"	"Hs.279594"	"Hs.279594"	"12"	"6437923"	"1"	"whole blood"	"whole blood"
"ENST00000164139"	"ENSG00000068976"	"PYGM"	"5837"	"Hs.154084"	"Hs.154084"	"11"	"64513861"	"1"	"SkeletalMuscle"	"SkeletalMuscle"
"ENST00000166534"	"ENSG00000072682"	"P4HA2"	"101927705/8974"	"Hs.519568"	"Hs.519568"	"5"	"131527531"	"1"	"SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000167586"	"ENSG00000186847"	"KRT14"	"3861"	"Hs.654380"	"Hs.654380"	"17"	"39738531"	"5"	"bronchialepithelialcells/tongue/skin/thymus/Tonsil"	"bronchialepithelialcells"
"ENST00000168977"	"ENSG00000077009"	"NMRK2"	"27231"	"Hs.135458"	"Hs.135458"	"19"	"3933101"	"1"	"Heart"	"Heart"
"ENST00000172853"	"ENSG00000183091"	"NEB"	"4703"	""	""	"2"	"152341850"	"3"	"SkeletalMuscle/tongue"	"tongue"
"ENST00000175091"	"ENSG00000068697"	"LAPTM4A"	"9741"	"Hs.467807"	"Hs.467807"	"2"	"20232411"	"1"	"placenta"	"placenta"
"ENST00000176763"	"ENSG00000072786"	"STK10"	"6793"	"Hs.625853/Hs.744005"	"Hs.625853/Hs.744005"	"5"	"171469077"	"1"	"whole blood/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells"	"PB-CD56+NKCells"
"ENST00000178638"	"ENSG00000074410"	"CA12"	"771"	"Hs.604455/Hs.210995/Hs.609263/Hs.695438/Hs.734678"	"Hs.604455/Hs.210995/Hs.609263/Hs.695438/Hs.734678"	"15"	"63613577"	"1"	"kidney"	"kidney"
"ENST00000184266"	"ENSG00000065518"	"NDUFB4"	"4710"	""	""	"3"	"120315156"	"1"	"Heart/721_B_lymphoblasts"	"721_B_lymphoblasts"
"ENST00000187910"	"ENSG00000170848"	"PSG6"	"5675"	"Hs.596258/Hs.646353/Hs.680533"	"Hs.596258/Hs.646353/Hs.680533"	"19"	"43406231"	"1"	"placenta"	"placenta"
"ENST00000188790"	"ENSG00000078098"	"FAP"	"2191"	"Hs.628667/Hs.654370"	"Hs.628667/Hs.654370"	"2"	"163027194"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000190983"	"ENSG00000064205"	"WISP2"	"8839"	"Hs.592145"	"Hs.592145"	"20"	"43343485"	"1"	"adipocyte"	"adipocyte"
"ENST00000193403"	"ENSG00000072110"	"ACTN1"	"87"	"Hs.509765/Hs.653481"	"Hs.509765/Hs.653481"	"14"	"69340860"	"3"	"bronchialepithelialcells/whole blood/Prostate/SmoothMuscle/CardiacMyocytes/ColorectalAdenocarcinoma"	"ColorectalAdenocarcinoma"
"ENST00000195649"	"ENSG00000065609"	"SNAP91"	"9892"	"Hs.368046/Hs.706903"	"Hs.368046/Hs.706903"	"6"	"84262599"	"1"	"Amygdala/PrefrontalCortex/WholeBrain"	"PrefrontalCortex"
"ENST00000196061"	"ENSG00000083444"	"PLOD1"	"5351"	"Hs.75093"	"Hs.75093"	"1"	"11994262"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000198536"	"ENSG00000085514"	"PILRA"	"29992"	""	""	"7"	"99965153"	"1"	"whole blood/PB-CD14+Monocytes"	"PB-CD14+Monocytes"
"ENST00000199936"	"ENSG00000086696"	"HSD17B2"	"3294"	"Hs.629161"	"Hs.629161"	"16"	"82068609"	"1"	"placenta"	"placenta"
"ENST00000200691"	"ENSG00000087250"	"MT3"	"4504"	""	""	"16"	"56622986"	"1"	"Amygdala/CerebellumPeduncles/CingulateCortex/Hypothalamus/MedullaOblongata/OccipitalLobe/OlfactoryBulb/ParietalLobe/Pons/PrefrontalCortex/TemporalLobe/Thalamus/WholeBrain/caudatenucleus/cerebellum/globuspallidus/subthalamicnucleus"	"WholeBrain"
"ENST00000203407"	"ENSG00000010256"	"UQCRC1"	"7384"	"Hs.119251"	"Hs.119251"	"3"	"48636435"	"1"	"Heart"	"Heart"
"ENST00000205636"	"ENSG00000091317"	"CMTM6"	"54918"	"Hs.380627/Hs.731820/Hs.736364"	"Hs.380627/Hs.731820/Hs.736364"	"3"	"32522804"	"1"	"PB-BDCA4+Dentritic_Cells/whole blood/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000205948"	"ENSG00000091583"	"APOH"	"350"	"Hs.445358"	"Hs.445358"	"17"	"64208151"	"1"	"fetalliver/fetallung/Liver"	"Liver"
"ENST00000209718"	"ENSG00000108244"	"KRT23"	"25984"	"Hs.9029"	"Hs.9029"	"17"	"39078948"	"2"	"whole blood/placenta/ColorectalAdenocarcinoma"	"ColorectalAdenocarcinoma"
"ENST00000211921"	"ENSG00000204482"	"LST1"	"7940"	"Hs.436066"	"Hs.436066"	"6"	"31553901"	"1"	"whole blood/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000212355"	"ENSG00000069702"	"TGFBR3"	"7049"	"Hs.482390/Hs.739252"	"Hs.482390/Hs.739252"	"1"	"92145902"	"2"	"Ovary/placenta/PB-CD56+NKCells"	"placenta"
"ENST00000215539"	"ENSG00000099769"	"IGFALS"	"3483"	"Hs.839"	"Hs.839"	"16"	"1840414"	"1"	"Liver"	"Liver"
"ENST00000215631"	"ENSG00000099860"	"GADD45B"	"4616"	"Hs.110571"	"Hs.110571"	"19"	"2476120"	"1"	"Lung"	"Lung"
"ENST00000215727"	"ENSG00000099937"	"SERPIND1"	"3053"	"Hs.474270"	"Hs.474270"	"22"	"21128167"	"1"	"fetalliver/Liver"	"Liver"
"ENST00000215754"	"ENSG00000240972"	"MIF"	"4282"	""	""	"22"	"24236191"	"2"	"bronchialepithelialcells/Prostate/721_B_lymphoblasts/SmoothMuscle/lymphomaburkittsDaudi"	"721_B_lymphoblasts"
"ENST00000215882"	"ENSG00000100075"	"SLC25A1"	"6576"	""	""	"22"	"19163095"	"1"	"Liver"	"Liver"
"ENST00000215909"	"ENSG00000100097"	"LGALS1"	"3956"	""	""	"22"	"38071615"	"5"	"bronchialepithelialcells/adipocyte/Uterus/Heart/721_B_lymphoblasts/PB-CD14+Monocytes/Lung/SmoothMuscle/CardiacMyocytes/BM-CD33+Myeloid"	"SmoothMuscle"
"ENST00000216037"	"ENSG00000100219"	"XBP1"	"7494"	"Hs.437638"	"Hs.437638"	"22"	"29190543"	"3"	"PancreaticIslets/Prostate/trachea"	"trachea"
"ENST00000216200"	"ENSG00000100362"	"PVALB"	"5816"	"Hs.295449"	"Hs.295449"	"22"	"37196728"	"1"	"CerebellumPeduncles/Thalamus/cerebellum"	"Thalamus"
"ENST00000216336"	"ENSG00000100448"	"CTSG"	"1511"	"Hs.421724"	"Hs.421724"	"14"	"25042728"	"1"	"bonemarrow"	"bonemarrow"
"ENST00000216338"	"ENSG00000100450"	"GZMH"	"2999"	"Hs.348264"	"Hs.348264"	"14"	"25075686"	"1"	"whole blood/PB-CD56+NKCells/PB-CD8+Tcells"	"PB-CD56+NKCells"
"ENST00000216414"	"ENSG00000100526"	"CDKN3"	"1033"	"Hs.733107"	"Hs.733107"	"14"	"54863567"	"1"	"BM-CD71+EarlyErythroid/TestisInterstitial/TestisLeydigCell/721_B_lymphoblasts"	"TestisInterstitial"
"ENST00000216492"	"ENSG00000100604"	"CHGA"	"1113"	"Hs.150793"	"Hs.150793"	"14"	"93389425"	"3"	"PancreaticIslets/adrenalgland/Pituitary"	"PancreaticIslets"
"ENST00000216500"	"ENSG00000100612"	"DHRS7"	"51635"	"Hs.668830/Hs.732419/Hs.737175"	"Hs.668830/Hs.732419/Hs.737175"	"14"	"60610838"	"1"	"Prostate"	"Prostate"
"ENST00000216780"	"ENSG00000100889"	"PCK2"	"5106"	"Hs.75812"	"Hs.75812"	"14"	"24563262"	"1"	"Liver"	"Liver"
"ENST00000216797"	"ENSG00000100906"	"NFKBIA"	"4792"	""	""	"14"	"35870717"	"1"	"fetallung/PB-BDCA4+Dentritic_Cells/721_B_lymphoblasts/PB-CD19+Bcells/PB-CD14+Monocytes/Lung/BM-CD33+Myeloid"	"BM-CD33+Myeloid"
"ENST00000217182"	"ENSG00000101210"	"EEF1A2"	"1917"	"Hs.433839"	"Hs.433839"	"20"	"62119366"	"3"	"Amygdala/CerebellumPeduncles/MedullaOblongata/OccipitalLobe/PrefrontalCortex/WholeBrain/cerebellum/fetalbrain/Heart/SkeletalMuscle/ColorectalAdenocarcinoma"	"PrefrontalCortex"
"ENST00000217386"	"ENSG00000101405"	"OXT"	"5020"	"Hs.113216"	"Hs.113216"	"20"	"3052266"	"1"	"Hypothalamus"	"Hypothalamus"
"ENST00000217423"	"ENSG00000101441"	"CST4"	"1472"	""	""	"20"	"23666277"	"1"	"salivarygland"	"salivarygland"
"ENST00000217425"	"ENSG00000101443"	"WFDC2"	"10406"	""	""	"20"	"44098346"	"4"	"Lung/salivarygland/Thyroid/trachea"	"trachea"
"ENST00000217652"	"ENSG00000101608"	"MYL12A"	"10627"	"Hs.190086/Hs.627091/Hs.732977/Hs.734070"	"Hs.190086/Hs.627091/Hs.732977/Hs.734070"	"18"	"3247479"	"2"	"PB-BDCA4+Dentritic_Cells/bronchialepithelialcells/whole blood/721_B_lymphoblasts/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/SmoothMuscle"	"PB-BDCA4+Dentritic_Cells"
"ENST00000218054"	"ENSG00000101938"	"CHRDL1"	"91851"	"Hs.496587"	"Hs.496587"	"X"	"109917084"	"2"	"adipocyte/Uterus"	"adipocyte"
"ENST00000218068"	"ENSG00000101951"	"PAGE4"	"9506"	""	""	"X"	"49593863"	"1"	"placenta"	"placenta"
"ENST00000218230"	"ENSG00000102109"	"PCSK1N"	"27344"	""	""	"X"	"48689504"	"1"	"Amygdala/Hypothalamus/PrefrontalCortex/WholeBrain/Pituitary"	"Pituitary"
"ENST00000218388"	"ENSG00000102265"	"TIMP1"	"7076"	""	""	"X"	"47441712"	"4"	"fetallung/adipocyte/Ovary/Lung/SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000218758"	"ENSG00000102575"	"ACP5"	"54"	""	""	"19"	"11685475"	"1"	"Lung"	"Lung"
"ENST00000219022"	"ENSG00000102837"	"OLFM4"	"10562"	"Hs.508113/Hs.714531"	"Hs.508113/Hs.714531"	"13"	"53602894"	"3"	"Pancreas/PancreaticIslets/bonemarrow/Prostate"	"PancreaticIslets"
"ENST00000219070"	"ENSG00000087245"	"MMP2"	"4313"	"Hs.592941/Hs.513617/Hs.667363"	"Hs.592941/Hs.513617/Hs.667363"	"16"	"55423612"	"3"	"fetallung/adipocyte/UterusCorpus/SmoothMuscle"	"SmoothMuscle"
"ENST00000219150"	"ENSG00000102879"	"CORO1A"	"11151"	""	""	"16"	"30194148"	"2"	"PB-BDCA4+Dentritic_Cells/whole blood/721_B_lymphoblasts/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/BM-CD33+Myeloid/thymus/lymphomaburkittsDaudi"	"721_B_lymphoblasts"
"ENST00000219197"	"ENSG00000102924"	"CBLN1"	"869"	"Hs.458423"	"Hs.458423"	"16"	"49311828"	"1"	"cerebellum"	"cerebellum"
"ENST00000219207"	"ENSG00000102934"	"PLLP"	"51090"	"Hs.632215"	"Hs.632215"	"16"	"57290004"	"1"	"Hypothalamus"	"Hypothalamus"
"ENST00000219406"	"ENSG00000185615"	"PDIA2"	"64714"	"Hs.66581"	"Hs.66581"	"16"	"333152"	"1"	"Pancreas"	"Pancreas"
"ENST00000219599"	"ENSG00000103316"	"CRYM"	"1428"	"Hs.924"	"Hs.924"	"16"	"21250195"	"1"	"WholeBrain"	"WholeBrain"
"ENST00000219660"	"ENSG00000103375"	"AQP8"	"343"	""	""	"16"	"25227052"	"1"	"Pancreas"	"Pancreas"
"ENST00000219919"	"ENSG00000103569"	"AQP9"	"366"	"Hs.104624"	"Hs.104624"	"15"	"58430368"	"1"	"whole blood"	"whole blood"
"ENST00000220166"	"ENSG00000103811"	"CTSH"	"1512"	"Hs.148641/Hs.669607"	"Hs.148641/Hs.669607"	"15"	"79213400"	"1"	"721_B_lymphoblasts/PB-CD19+Bcells/PB-CD14+Monocytes/Lung/BM-CD33+Myeloid"	"Lung"
"ENST00000220244"	"ENSG00000103888"	"KIAA1199"	"57214"	"Hs.459088"	"Hs.459088"	"15"	"81071684"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000220616"	"ENSG00000042832"	"TG"	"7038"	"Hs.654591"	"Hs.654591"	"8"	"133879203"	"1"	"fetalThyroid/Thyroid"	"fetalThyroid"
"ENST00000220876"	"ENSG00000104435"	"STMN2"	"11075"	""	""	"8"	"80523049"	"1"	"Amygdala/CerebellumPeduncles/CingulateCortex/Hypothalamus/MedullaOblongata/OccipitalLobe/ParietalLobe/PrefrontalCortex/TemporalLobe/Thalamus/WholeBrain/globuspallidus/subthalamicnucleus/fetalbrain"	"fetalbrain"
"ENST00000220931"	"ENSG00000104490"	"NCALD"	"83988"	"Hs.492427"	"Hs.492427"	"8"	"102698771"	"1"	"WholeBrain"	"WholeBrain"
"ENST00000221166"	"ENSG00000104722"	"NEFM"	"4741"	"Hs.458657"	"Hs.458657"	"8"	"24770525"	"2"	"Amygdala/CingulateCortex/Hypothalamus/OccipitalLobe/PrefrontalCortex/Thalamus/WholeBrain/subthalamicnucleus/spinalcord/dorsal root ganglion"	"Thalamus"
"ENST00000221307"	"ENSG00000186529"	"CYP4F3"	"4051"	"Hs.106242"	"Hs.106242"	"19"	"15751707"	"1"	"whole blood"	"whole blood"
"ENST00000221347"	"ENSG00000090920"	"FCGBP"	"8857"	"Hs.111732"	"Hs.111732"	"19"	"40353963"	"2"	"Thyroid/trachea"	"Thyroid"
"ENST00000221413"	"ENSG00000183207"	"RUVBL2"	"10856"	"Hs.515846"	"Hs.515846"	"19"	"49496705"	"1"	"testis"	"testis"
"ENST00000221418"	"ENSG00000104823"	"ECH1"	"1891"	""	""	"19"	"39306062"	"1"	"Liver"	"Liver"
"ENST00000221421"	"ENSG00000104826"	"LHB"	"3972"	""	""	"19"	"49519237"	"1"	"Pituitary"	"Pituitary"
"ENST00000221485"	"ENSG00000104888"	"SLC17A7"	"57030"	"Hs.375616/Hs.613187"	"Hs.375616/Hs.613187"	"19"	"49932658"	"1"	"Amygdala/PrefrontalCortex/WholeBrain"	"Amygdala"
"ENST00000221804"	"ENSG00000105205"	"CLC"	"1178"	""	""	"19"	"40221890"	"2"	"BM-CD34+/bonemarrow/whole blood"	"bonemarrow"
"ENST00000221847"	"ENSG00000105246"	"EBI3"	"10148"	""	""	"19"	"4229495"	"1"	"placenta/721_B_lymphoblasts"	"placenta"
"ENST00000221891"	"ENSG00000105290"	"APLP1"	"333"	"Hs.74565/Hs.613814"	"Hs.74565/Hs.613814"	"19"	"36358801"	"1"	"Amygdala/CingulateCortex/Hypothalamus/MedullaOblongata/OccipitalLobe/ParietalLobe/PrefrontalCortex/Thalamus/WholeBrain/caudatenucleus/spinalcord"	"spinalcord"
"ENST00000221975"	"ENSG00000105372"	"RPS19"	"6223"	"Hs.613672"	"Hs.613672"	"19"	"42363988"	"1"	"PB-BDCA4+Dentritic_Cells/bronchialepithelialcells/BM-CD105+Endothelial/BM-CD34+/721_B_lymphoblasts/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/SmoothMuscle/leukemiapromyelocytic(hl60)/lymphomaburkittsDaudi"	"PB-CD19+Bcells"
"ENST00000221978"	"ENSG00000105374"	"NKG7"	"4818"	""	""	"19"	"51874860"	"2"	"bonemarrow/whole blood/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells"	"PB-CD56+NKCells"
"ENST00000221992"	"ENSG00000105388"	"CEACAM5"	"1048"	"Hs.709196"	"Hs.709196"	"19"	"42212504"	"1"	"trachea"	"trachea"
"ENST00000222247"	"ENSG00000105640"	"RPL18A"	"26780/6142"	"Hs.567814/Hs.684118/Hs.745377"	"Hs.567814/Hs.684118/Hs.745377"	"19"	"17970685"	"2"	"PB-BDCA4+Dentritic_Cells/BM-CD34+/721_B_lymphoblasts/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/Lung/thymus/lymphomaburkittsDaudi"	"PB-CD19+Bcells"
"ENST00000222271"	"ENSG00000105664"	"COMP"	"1311"	"Hs.1584"	"Hs.1584"	"19"	"18893583"	"1"	"adipocyte"	"adipocyte"
"ENST00000222286"	"ENSG00000105679"	"GAPDHS"	"26330"	"Hs.248017"	"Hs.248017"	"19"	"36024314"	"1"	"testis/TestisInterstitial"	"TestisInterstitial"
"ENST00000222304"	"ENSG00000105697"	"HAMP"	"57817"	"Hs.745467"	"Hs.745467"	"19"	"35771619"	"1"	"Liver"	"Liver"
"ENST00000222399"	"ENSG00000091136"	"LAMB1"	"3912"	"Hs.650585"	"Hs.650585"	"7"	"107564244"	"2"	"adipocyte/SmoothMuscle"	"SmoothMuscle"
"ENST00000222481"	"ENSG00000158516"	"CPA2"	"1358"	"Hs.490038"	"Hs.490038"	"7"	"129906667"	"1"	"Pancreas/PancreaticIslets"	"Pancreas"
"ENST00000222543"	"ENSG00000105825"	"TFPI2"	"7980"	"Hs.438231/Hs.702084/Hs.732212/Hs.732432"	"Hs.438231/Hs.702084/Hs.732212/Hs.732432"	"7"	"93514709"	"2"	"placenta/SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000222553"	"ENSG00000105835"	"NAMPT"	"10135"	"Hs.489615/Hs.611739/Hs.611792/Hs.641730"	"Hs.489615/Hs.611739/Hs.611792/Hs.641730"	"7"	"105888731"	"1"	"whole blood"	"whole blood"
"ENST00000223051"	"ENSG00000106327"	"TFR2"	"7036"	"Hs.544932"	"Hs.544932"	"7"	"100218039"	"1"	"Liver"	"Liver"
"ENST00000223095"	"ENSG00000106366"	"SERPINE1"	"5054"	"Hs.414795/Hs.741440"	"Hs.414795/Hs.741440"	"7"	"100770370"	"2"	"fetallung/bronchialepithelialcells/placenta/SmoothMuscle/CardiacMyocytes/ColorectalAdenocarcinoma"	"SmoothMuscle"
"ENST00000223215"	"ENSG00000106484"	"MEST"	"4232"	"Hs.596119"	"Hs.596119"	"7"	"130126012"	"1"	"fetallung/placenta/CardiacMyocytes"	"placenta"
"ENST00000223271"	"ENSG00000106538"	"RARRES2"	"5919"	"Hs.647064"	"Hs.647064"	"7"	"150035408"	"3"	"adrenalgland/AdrenalCortex/Lung/Liver"	"Liver"
"ENST00000223364"	"ENSG00000106631"	"MYL7"	"58498"	"Hs.75636"	"Hs.75636"	"7"	"44178463"	"1"	"Heart"	"Heart"
"ENST00000223423"	"ENSG00000095303"	"PTGS1"	"5742"	""	""	"9"	"125132824"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000223836"	"ENSG00000106992"	"AK1"	"203"	"Hs.175473"	"Hs.175473"	"9"	"130628759"	"1"	"Heart"	"Heart"
"ENST00000224167"	"ENSG00000107317"	"PTGDS"	"5730"	""	""	"9"	"139871956"	"5"	"Amygdala/CerebellumPeduncles/Hypothalamus/MedullaOblongata/OccipitalLobe/OlfactoryBulb/ParietalLobe/PrefrontalCortex/Thalamus/WholeBrain/caudatenucleus/spinalcord/dorsal root ganglion/PB-BDCA4+Dentritic_Cells/testis/TestisSeminiferousTubule/TestisGermCell/TestisInterstitial/TestisLeydigCell/Heart/atrioventricularnode"	"spinalcord"
"ENST00000224181"	"ENSG00000176919"	"C8G"	"733"	"Hs.1285"	"Hs.1285"	"9"	"139839698"	"1"	"Liver"	"Liver"
"ENST00000225275"	"ENSG00000005381"	"MPO"	"4353"	"Hs.593778/Hs.458272"	"Hs.593778/Hs.458272"	"17"	"56347217"	"1"	"BM-CD34+/bonemarrow/BM-CD33+Myeloid"	"BM-CD34+"
"ENST00000225441"	"ENSG00000108309"	"RUNDC3A"	"10900"	"Hs.500197/Hs.613977"	"Hs.500197/Hs.613977"	"17"	"42385781"	"1"	"Amygdala/PrefrontalCortex/WholeBrain"	"WholeBrain"
"ENST00000225474"	"ENSG00000108342"	"CSF3"	"1440"	"Hs.2233"	"Hs.2233"	"17"	"38171614"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000225655"	"ENSG00000108518"	"PFN1"	"5216"	""	""	"17"	"4848947"	"4"	"PB-BDCA4+Dentritic_Cells/bronchialepithelialcells/whole blood/721_B_lymphoblasts/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/Lung/SmoothMuscle/CardiacMyocytes/thymus/leukemiapromyelocytic(hl60)"	"721_B_lymphoblasts"
"ENST00000225740"	"ENSG00000108602"	"ALDH3A1"	"218"	"Hs.531682"	"Hs.531682"	"17"	"19641297"	"1"	"trachea"	"trachea"
"ENST00000225777"	"ENSG00000108639"	"SYNGR2"	"9144"	"Hs.464210/Hs.609469"	"Hs.464210/Hs.609469"	"17"	"76164639"	"1"	"PB-BDCA4+Dentritic_Cells/721_B_lymphoblasts/PB-CD19+Bcells/Lung/lymphomaburkittsRaji"	"Lung"
"ENST00000225831"	"ENSG00000108691"	"CCL2"	"6347"	"Hs.595481"	"Hs.595481"	"17"	"32582304"	"1"	"fetallung/SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000225929"	"ENSG00000108786"	"HSD17B1"	"3292"	"Hs.640276/Hs.654385/Hs.656023/Hs.664047"	"Hs.640276/Hs.654385/Hs.656023/Hs.664047"	"17"	"40701232"	"1"	"placenta"	"placenta"
"ENST00000225964"	"ENSG00000108821"	"COL1A1"	"1277"	"Hs.600888/Hs.172928/Hs.744900"	"Hs.600888/Hs.172928/Hs.744900"	"17"	"48260650"	"2"	"adipocyte/SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000225992"	"ENSG00000108849"	"PPY"	"5539"	"Hs.558368/Hs.744427"	"Hs.558368/Hs.744427"	"17"	"42018172"	"1"	"PancreaticIslets"	"PancreaticIslets"
"ENST00000226207"	"ENSG00000109061"	"MYH1"	"4619"	"Hs.689619"	"Hs.689619"	"17"	"10395624"	"1"	"SkeletalMuscle"	"SkeletalMuscle"
"ENST00000226218"	"ENSG00000109072"	"VTN/SEBOX"	"645832/7448"	"Hs.728714"	"Hs.728714"	"17"	"26691290"	"1"	"fetalliver/fetallung/Liver"	"Liver"
"ENST00000226253"	"ENSG00000109107"	"ALDOC"	"230"	"Hs.740116"	"Hs.740116"	"17"	"26900133"	"1"	"Amygdala/CerebellumPeduncles/CingulateCortex/Hypothalamus/MedullaOblongata/OccipitalLobe/ParietalLobe/PrefrontalCortex/TemporalLobe/Thalamus/WholeBrain/caudatenucleus/cerebellum/spinalcord/721_B_lymphoblasts"	"cerebellum"
"ENST00000226317"	"ENSG00000124875"	"CXCL6"	"6372"	"Hs.164021"	"Hs.164021"	"4"	"74702214"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000226460"	"ENSG00000109208"	"SMR3A"	"26952"	""	""	"4"	"71226478"	"1"	"salivarygland"	"salivarygland"
"ENST00000227135"	"ENSG00000064199"	"SPA17"	"53340"	"Hs.286233"	"Hs.286233"	"11"	"124543694"	"1"	"TestisInterstitial"	"TestisInterstitial"
